37.23539117422939	126.7719064017938	0	0
37.23539089669223	126.7718951673427	0	0
37.23539062161807	126.7718838735795	0	0
37.23539035358875	126.7718727055315	0	0
37.23539008500973	126.7718613684333	0	0
37.23538981172758	126.7718501215834	0	0
37.2353895353726	126.7718389016348	0	0
37.23538927188968	126.7718276448162	0	0
37.235389004408	126.7718162740276	0	0
37.23538874110562	126.771805109338	0	0
37.23538848145994	126.7717938419545	0	0
37.23538822933107	126.7717826173269	0	0
37.23538798448503	126.7717714381292	0	0
37.23538774325142	126.7717601881183	0	0
37.23538751114182	126.7717489312807	0	0
37.23538727405485	126.7717375861497	0	0
37.23538702926322	126.7717262235681	0	0
37.23538676792589	126.771714907347	0	0
37.23538647080391	126.7717035618372	0	0
37.23538614445479	126.7716922528143	0	0
37.23538576544942	126.7716809212913	0	0
37.23538536183877	126.7716696721969	0	0
37.23538492594935	126.7716583339614	0	0
37.23538444878949	126.7716470074458	0	0
37.23538391309066	126.7716356266102	0	0
37.23538333970565	126.7716244148944	0	0
37.23538271543685	126.7716132166093	0	0
37.23538201300943	126.771601920494	0	0
37.23538122321748	126.7715907204562	0	0
37.23538037210161	126.7715795983354	0	0
37.2353794354844	126.771568362041	0	0
37.23537843295763	126.7715571798707	0	0
37.23537734369535	126.7715458940487	0	0
37.23537620308295	126.7715346766444	0	0
37.23537501091347	126.7715236203489	0	0
37.23537374975039	126.7715124234819	0	0
37.23537241067059	126.77150119721	0	0
37.23537100385111	126.7714901654138	0	0
37.23536949571329	126.7714789854906	0	0
37.2353678940789	126.7714677585657	0	0
37.23536624321581	126.7714566352661	0	0
37.2353645120952	126.7714454200197	0	0
37.23536272519184	126.7714343210583	0	0
37.23536083558755	126.7714232708689	0	0
37.23535881715522	126.7714121574915	0	0
37.23535673956738	126.7714013006182	0	0
37.23535452497908	126.7713903516696	0	0
37.23535220552925	126.7713795412807	0	0
37.23534977594998	126.7713687853639	0	0
37.23534724132261	126.7713580472002	0	0
